antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Nest Secure Alarm System Starter Pack - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})","frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",0.13732928679817905,0.22458270106221548,0.11077389984825493,0.8066298342541437,3.5916828430640586,1.0,0.07993211768417223,4.0100151745068295,0.8364477536415224,0.44108761329305135,0.7506243850753047,0.6499365387486935
"frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Secure Alarm System Starter Pack - USA'}),0.15705614567526555,0.19802731411229135,0.11077389984825493,0.7053140096618358,3.5617006311658987,1.0,0.07967249315535334,2.7214482947337,0.8532421735324217,0.453416149068323,0.632548594829044,0.6323504914209562
"frozenset({'Nest Cam Outdoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})","frozenset({'Nest Thermostat E - USA', 'Nest Cam Indoor Security Camera - USA'})",0.16236722306525037,0.21623672230652505,0.1236722306525038,0.7616822429906542,3.522446302672569,1.0,0.08856247452686164,3.2887321848314444,0.8549168667200142,0.4851190476190475,0.6959314581429644,0.6668060337760289
"frozenset({'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})","frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",0.1661608497723824,0.22458270106221548,0.13050075872534142,0.7853881278538812,3.497099839565593,1.0,0.09318390627266676,3.6131146482420164,0.8563387434665762,0.5014577259475218,0.7232304819094085,0.6832346044674811
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Secure Alarm System Starter Pack - USA'})","frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA'})",0.17374810318664644,0.2071320182094082,0.1251896813353566,0.7205240174672489,3.4785738279188063,1.0,0.08920088606225002,2.8369807473444615,0.862359128474831,0.48961424332344206,0.6475125885376403,0.6624598109314267
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Secure Alarm System Starter Pack - USA'})","frozenset({'Nest Thermostat E - USA', 'Nest Cam Indoor Security Camera - USA'})",0.17374810318664644,0.21623672230652505,0.13050075872534142,0.7510917030567685,3.473469700452003,1.0,0.0929300383852851,3.1488033437158904,0.8618478655476542,0.502923976608187,0.6824190364267385,0.6773002374932966
"frozenset({'Nest Protect Smoke + CO White Battery Alarm-USA', 'Nest Secure Alarm System Starter Pack - USA'})","frozenset({'Nest Thermostat E - USA', 'Nest Cam Indoor Security Camera - USA'})",0.13505311077389984,0.21623672230652505,0.10091047040971168,0.7471910112359551,3.4554307116104868,1.0,0.07170702839866354,3.100219187320857,0.8215538847117794,0.403030303030303,0.6774421614801441,0.6069288389513109
"frozenset({'Nest Protect Smoke + CO White Battery Alarm-USA', 'Nest Secure Alarm System Starter Pack - USA'})","frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",0.13505311077389984,0.22458270106221548,0.1047040971168437,0.7752808988764045,3.4520953537807473,1.0,0.07437350471238668,3.4506069802731414,0.8212306127637935,0.4107142857142857,0.7101959145979463,0.6207485575463103
"frozenset({'Nest Cam Outdoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})","frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",0.16236722306525037,0.22458270106221548,0.1251896813353566,0.7710280373831776,3.4331586259156355,1.0,0.08872481181539142,3.3865163667895084,0.8461023276240669,0.4782608695652173,0.7047113045704776,0.6642302349078051
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Outdoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.11836115326251896,0.255690440060698,0.10318664643399089,0.8717948717948718,3.409571635090923,1.0,0.0729228310702057,5.805614567526556,0.8015844892173737,0.380952380952381,0.827752947019002,0.6376778513277029
"frozenset({'Nest Cam Outdoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White', 'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.11684370257966616,0.255690440060698,0.10166919575113809,0.8701298701298702,3.403059848163706,1.0,0.07179337802022193,5.731183611532628,0.7995717289839462,0.3753501400560224,0.8255159723049633,0.6338779914447571
"frozenset({'Nest Cam Outdoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Thermostat E - USA'}),0.12215477996965099,0.255690440060698,0.1054628224582701,0.8633540372670807,3.3765597065816393,1.0,0.0742290130123123,5.446992688646708,0.8017820834084677,0.3871866295264623,0.8164124578165264,0.637908472639475
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Outdoor Security Camera - USA', 'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.13960546282245828,0.255690440060698,0.11987860394537178,0.858695652173913,3.3583408592439685,1.0,0.08418282172142,5.267421501108903,0.8161766347420355,0.4352617079889807,0.8101537916057262,0.6637691910721197
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Cam Indoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})","frozenset({'Nest Cam IQ - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",0.1426403641881639,0.21320182094081944,0.10166919575113809,0.7127659574468085,3.343151359127735,1.0,0.07125801036655989,2.739223290057888,0.8174877823273016,0.3999999999999999,0.6349330105254519,0.5948171424244718
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Learning Thermostat 3rd Gen-USA - White', 'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.1236722306525038,0.255690440060698,0.1054628224582701,0.852760736196319,3.3351295261327847,1.0,0.07384101537944326,5.055102427921091,0.7989722507708119,0.38504155124653733,0.802180071668449,0.6326118221040942
"frozenset({'Nest Secure Alarm System Starter Pack - USA', 'Nest Cam Indoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Thermostat E - USA'}),0.12898330804248861,0.255690440060698,0.10925644916540213,0.8470588235294119,3.312829464129866,1.0,0.07627665037153364,4.866639430372362,0.8015268099109563,0.396694214876033,0.7945193979732567,0.6371792633967535
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Protect Smoke + CO White Battery Alarm-USA'})","frozenset({'Nest Cam IQ - USA', 'Nest Cam Indoor Security Camera - USA'})",0.1418816388467375,0.21471927162367224,0.10091047040971168,0.7112299465240641,3.312371270384157,1.0,0.0704457482597673,2.7193980778958013,0.8135258570830258,0.39465875370919873,0.6322715647523831,0.5905973054175091
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Protect Smoke + CO White Battery Alarm-USA'})","frozenset({'Nest Cam IQ - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",0.1418816388467375,0.21320182094081944,0.10015174506828528,0.7058823529411764,3.3108645593468697,1.0,0.06990232130809315,2.6751138088012136,0.8133657530209254,0.3928571428571428,0.6261841284247546,0.5878166213104459
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Secure Alarm System Starter Pack - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Thermostat E - USA'}),0.13125948406676782,0.255690440060698,0.11077389984825493,0.8439306358381503,3.3005951870465347,1.0,0.07721210460508289,4.7690945877592315,0.8023389364120357,0.40109890109890106,0.7903165933075252,0.6385825286015677
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.15477996965098634,0.255690440060698,0.13050075872534142,0.8431372549019608,3.29749229068482,1.0,0.09092500017269925,4.74497344461305,0.8243288380443407,0.4661246612466124,0.7892506645879556,0.6767615057892593
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Outdoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.14871016691957512,0.255690440060698,0.1251896813353566,0.8418367346938775,3.2924059831647794,1.0,0.08716591331419057,4.705957217680748,0.8179009344784746,0.44836956521739124,0.7875033805571158,0.6657254890086599
"frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Outdoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})","frozenset({'Nest Cam IQ - USA', 'Nest Cam Indoor Security Camera - USA'})",0.1441578148710167,0.21471927162367224,0.10166919575113809,0.7052631578947368,3.2845824809373254,1.0,0.07071573474317319,2.6643453284196834,0.8127050915634593,0.3952802359882005,0.6246732773963894,0.5893806955551423
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})","frozenset({'Nest Cam IQ - USA', 'Nest Cam Indoor Security Camera - USA'})",0.15098634294385432,0.21471927162367224,0.1062215477996965,0.7035175879396984,3.276452936058383,1.0,0.07380187021767012,2.6486587279133764,0.8183518447593514,0.40935672514619875,0.622450416332872,0.599108617291404
"frozenset({'Nest Cam IQ - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.12063732928679818,0.255690440060698,0.10091047040971168,0.8364779874213836,3.271448033891346,1.0,0.07006465859662292,4.551739231936498,0.7895774812354441,0.36639118457300274,0.780303758839331,0.6155683705652912
"frozenset({'Nest Secure Alarm System Starter Pack - USA', 'Nest Protect Smoke + CO White Battery Alarm-USA', 'Nest Cam Indoor Security Camera - USA'})",frozenset({'Nest Thermostat E - USA'}),0.12063732928679818,0.255690440060698,0.10091047040971168,0.8364779874213836,3.271448033891346,1.0,0.07006465859662292,4.551739231936498,0.7895774812354441,0.36639118457300274,0.780303758839331,0.6155683705652912
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Protect Smoke + CO White Battery Alarm-USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.1251896813353566,0.255690440060698,0.1047040971168437,0.8363636363636363,3.271000809279741,1.0,0.07269429240514781,4.548558421851288,0.7936385233229005,0.37912087912087905,0.7801501251042536,0.6229295926625303
"frozenset({'Nest Cam Outdoor Security Camera - USA', 'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.1479514415781487,0.255690440060698,0.1236722306525038,0.8358974358974359,3.2691775089401203,1.0,0.0858424614477723,4.535636380880121,0.8146397959016438,0.4417344173441734,0.7795237721843228,0.659788480559994
"frozenset({'Nest Secure Alarm System Starter Pack - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Thermostat E - USA'}),0.13732928679817905,0.255690440060698,0.11456752655538695,0.8342541436464089,3.262750627080021,1.0,0.07945374078073875,4.490667678300458,0.8039106047633193,0.41144414168937327,0.7773159646544007,0.6411626801318098
"frozenset({'Nest Cam IQ - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Learning Thermostat 3rd Gen-USA - White'})","frozenset({'Nest Thermostat E - USA', 'Nest Cam Indoor Security Camera - USA'})",0.1441578148710167,0.21623672230652505,0.10166919575113809,0.7052631578947368,3.2615327793167124,1.0,0.0704969823685586,2.6591968350314326,0.8101910659468615,0.3929618768328445,0.6239466041677281,0.587719298245614
"frozenset({'Nest Protect Smoke + CO White Wired Alarm-USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.12291350531107739,0.255690440060698,0.10242792109256449,0.8333333333333333,3.2591493570722054,1.0,0.07100011283017216,4.46585735963581,0.790311418685121,0.37087912087912084,0.7760788311247026,0.6169634025717111
"frozenset({'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.1661608497723824,0.255690440060698,0.13657056145675264,0.8219178082191779,3.2145034754684763,1.0,0.09408482065759266,4.1795844519668455,0.8261904761904763,0.47872340425531906,0.7607417647633808,0.6780212186496484
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.17374810318664644,0.255690440060698,0.1418816388467375,0.8165938864628821,3.193681728065515,1.0,0.0974559098832323,4.058259267288099,0.8313224613662146,0.49340369393139855,0.7535889320673584,0.6857450144480584
frozenset({'Nest Secure Alarm System Starter Pack - USA'}),"frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",0.19802731411229135,0.22458270106221548,0.1418816388467375,0.7164750957854407,3.1902505954230094,1.0,0.09740812975930332,2.7349177705778622,0.8560703028953907,0.5054054054054055,0.6343582937820067,0.6741159262710987
"frozenset({'Nest Cam Outdoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.16236722306525037,0.255690440060698,0.12974203338391502,0.7990654205607477,3.125128262015031,1.0,0.08822628666692764,3.704238275046759,0.8118272734977542,0.44999999999999996,0.730038964626978,0.6532419090934303
"frozenset({'Nest Protect Smoke + CO White Battery Alarm-USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Thermostat E - USA'}),0.13505311077389984,0.255690440060698,0.10773899848254932,0.7977528089887641,3.119994665421932,1.0,0.07320720915720468,3.680197268588772,0.7855819125277984,0.3806970509383378,0.7282754355221114,0.6095588970759844
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Protect Smoke + CO White Battery Alarm-USA', 'Nest Cam Indoor Security Camera - USA'})",frozenset({'Nest Cam IQ - USA'}),0.13505311077389984,0.2496206373292868,0.10091047040971168,0.7471910112359551,2.9933062395409995,1.0,0.06719842682502804,2.968167256786377,0.7698984302862419,0.35561497326203206,0.6630917621931132,0.5757231651924456
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Cam Indoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Cam IQ - USA'}),0.1426403641881639,0.2496206373292868,0.1062215477996965,0.7446808510638296,2.9832503395201444,1.0,0.07061556918216545,2.938985837126958,0.7753982300884955,0.37135278514588854,0.6597465740163069,0.5851063829787233
frozenset({'Nest Secure Alarm System Starter Pack - USA'}),frozenset({'Nest Thermostat E - USA'}),0.19802731411229135,0.255690440060698,0.15098634294385432,0.7624521072796935,2.981934354286754,1.0,0.10035265185444447,3.133303147486416,0.8287653974698469,0.4987468671679198,0.6808479891892314,0.6764782791591346
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Cam Indoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel'})",frozenset({'Nest Cam IQ - USA'}),0.13732928679817905,0.2496206373292868,0.10166919575113809,0.7403314917127073,2.96582646224118,1.0,0.06738897165660022,2.8897588221999815,0.7683416689638877,0.35638297872340424,0.6539503600377636,0.5738131622697276
"frozenset({'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Outdoor Security Camera - USA', 'Nest Cam Indoor Security Camera - USA', 'Nest Secure Alarm System Starter Pack - USA'})",frozenset({'Nest Cam IQ - USA'}),0.13960546282245828,0.2496206373292868,0.10166919575113809,0.7282608695652173,2.917470596008986,1.0,0.066820791146746,2.7613960546282232,0.7638790176103609,0.35356200527704484,0.6378643337582978,0.5677778511959826
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Protect Smoke + CO White Battery Alarm-USA'})",frozenset({'Nest Cam IQ - USA'}),0.1418816388467375,0.2496206373292868,0.10318664643399089,0.7272727272727272,2.9135120198949984,1.0,0.06777006131974458,2.7513909964592806,0.7653625110521661,0.3578947368421052,0.6365474767901461,0.570323293727549
"frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Outdoor Security Camera - USA', 'Nest Protect Smoke + CO White Battery Alarm-USA'})",frozenset({'Nest Cam IQ - USA'}),0.13808801213960548,0.2496206373292868,0.10015174506828528,0.7252747252747253,2.905507865994188,1.0,0.06568212747046268,2.7313808801213955,0.7608968203158345,0.34828496042216356,0.6338848209424549,0.563245265372925
"frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Protect Smoke + CO White Battery Alarm-USA', 'Nest Cam Indoor Security Camera - USA'})",frozenset({'Nest Cam IQ - USA'}),0.14036418816388468,0.2496206373292868,0.10166919575113809,0.7243243243243243,2.901700484679208,1.0,0.06663139764346127,2.7219643547859196,0.7623862154364981,0.3526315789473684,0.6326182603230126,0.5658095785755359
"frozenset({'Nest Thermostat E - USA', 'Nest Cam Outdoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Cam IQ - USA'}),0.15098634294385432,0.2496206373292868,0.10925644916540213,0.7236180904522613,2.898871255975928,1.0,0.07156714201173894,2.715008966754035,0.7715283983715618,0.375,0.6316770912194949,0.5806540300285623
"frozenset({'Nest Thermostat E - USA', 'Nest Learning Thermostat 3rd Gen-USA - Stainless Steel', 'Nest Cam Indoor Security Camera - USA', 'Nest Learning Thermostat 3rd Gen-USA - White'})",frozenset({'Nest Cam IQ - USA'}),0.1471927162367223,0.2496206373292868,0.1062215477996965,0.7216494845360825,2.890984865101996,1.0,0.06947920816245702,2.6958073399651545,0.7669928825622776,0.3655352480417754,0.6290536103322111,0.5735906997148497
